npi,specialty_description,total_claim_count,total_30_day_fill_count,total_drug_cost,total_day_supply,bene_count,brand_claim_count,brand_drug_cost,generic_claim_count,generic_drug_cost,opioid_claim_count,opioid_drug_cost,opioid_prescriber_rate,average_age_of_beneficiaries,beneficiary_female_count,beneficiary_male_count,beneficiary_race_white_count,beneficiary_race_black_count,beneficiary_race_asian_pi_count,beneficiary_race_hispanic_count,beneficiary_race_nat_ind_count,beneficiary_race_other_count,beneficiary_average_risk_score
1003037615,Internal Medicine,5055,9047.5,270335.23,254946,335.0,737.0,187990.75,4278.0,81126.84,273.0,8056.79,5.4,73.0,246.0,89.0,311.0,,0.0,,,,1.2141
1003037904,Family Practice,26,45.0,1812.5,1154,14.0,,,,,,,,66.0,,,14.0,0.0,0.0,0.0,0.0,0.0,0.9824
1003037961,Psychiatry,13,13.1,871.25,237,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003038167,Family Practice,6868,9566.1,293243.62,266856,298.0,1180.0,218615.41,5603.0,71574.12,130.0,800.26,1.89,66.0,178.0,120.0,205.0,,0.0,,,0.0,1.4447
1003038274,Internal Medicine,349,399.0,26484.81,10129,94.0,,,286.0,11632.14,,,,67.0,63.0,31.0,48.0,28.0,0.0,,,,1.2014
1003038332,Internal Medicine,887,1576.6,33249.69,44139,192.0,,,623.0,14785.21,45.0,896.31,5.07,73.0,92.0,100.0,166.0,,,,0.0,,2.4226
1003038423,Internal Medicine,41,43.0,1203.05,993,20.0,,,,,,,,72.0,,,,,0.0,0.0,0.0,0.0,2.3873
1003038605,Internal Medicine,1204,2227.3,618821.54,65087,212.0,723.0,602324.3,245.0,2481.22,0.0,0.0,0.0,65.0,116.0,96.0,177.0,20.0,,,0.0,0.0,1.9848
1003038738,Psychiatry,12400,13263.3,597237.04,393667,902.0,,,11532.0,319282.92,12.0,488.67,0.1,58.0,505.0,397.0,126.0,444.0,,317.0,0.0,,1.5058
1003038902,Internal Medicine,504,901.2,18109.51,24864,162.0,,,385.0,8354.66,55.0,1588.31,10.91,79.0,93.0,69.0,142.0,,,,0.0,,2.5643
1003039892,Family Practice,194,207.0,9612.09,3549,81.0,44.0,5873.9,137.0,3382.3,24.0,206.51,12.37,66.0,48.0,33.0,0.0,0.0,0.0,0.0,81.0,0.0,2.4648
1003040254,Internal Medicine,187,195.0,9901.99,5762,16.0,,,132.0,1041.57,0.0,0.0,0.0,70.0,,,,,,,0.0,0.0,1.7425
1003040296,Family Practice,278,741.3,7579.14,21785,43.0,23.0,3720.14,255.0,3859.0,,,,77.0,14.0,29.0,,0.0,0.0,,0.0,0.0,0.9687
1003040320,Psychiatry,1108,1296.3,76265.65,38493,94.0,98.0,23116.24,1010.0,53149.41,,,,58.0,74.0,20.0,77.0,,0.0,,0.0,,1.4488
1003040544,Internal Medicine,34,41.8,2030.92,883,17.0,,,,,,,,68.0,,,,,0.0,,0.0,0.0,2.5148
1003040676,Internal Medicine,143,320.5,9572.83,9277,37.0,33.0,6968.49,110.0,2604.34,,,,73.0,22.0,15.0,23.0,,,,0.0,,1.6656
1003040726,Internal Medicine,1232,2034.9,82884.06,57533,282.0,,,1013.0,27222.96,29.0,676.85,2.35,73.0,176.0,106.0,157.0,110.0,,,0.0,,1.1821
1003040775,Family Practice,1516,3998.9,75395.32,117461,211.0,285.0,42485.37,1206.0,32389.25,59.0,2481.94,3.89,72.0,157.0,54.0,128.0,,28.0,36.0,0.0,,1.0694
1003040940,Family Practice,417,504.0,41797.35,12939,109.0,87.0,30483.38,316.0,11124.55,22.0,114.88,5.28,63.0,64.0,45.0,,0.0,0.0,,,0.0,2.2323
1003041062,Internal Medicine,33,33.0,419.53,449,22.0,,,,,0.0,0.0,0.0,66.0,,,,0.0,0.0,,0.0,,0.7235
1003041443,Neurology,11,11.0,400.97,268,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003041468,Internal Medicine,205,314.5,15615.54,8987,33.0,51.0,11204.95,154.0,4410.59,,,,64.0,16.0,17.0,,,,,0.0,,3.1422
1003041559,Psychiatry,91,103.0,16305.11,2955,,16.0,11721.68,75.0,4583.43,0.0,0.0,0.0,,,,,,,,,,
1003041625,Internal Medicine,57,65.0,2507.93,1800,17.0,,,,,0.0,0.0,0.0,67.0,,,,,0.0,0.0,,0.0,1.2138
1003041641,Internal Medicine,548,548.0,12638.09,4910,343.0,,,500.0,6525.82,140.0,794.08,25.55,73.0,215.0,128.0,282.0,,,,0.0,,1.8548
1003041740,Family Practice,6070,9972.6,338612.62,292191,303.0,937.0,226801.66,5086.0,109969.04,306.0,15944.12,5.04,68.0,178.0,125.0,246.0,,17.0,27.0,,,1.0268
1003042185,Psychiatry,75,76.0,25064.46,2092,,27.0,21528.74,48.0,3535.72,0.0,0.0,0.0,,,,,,,,,,
1003042300,Internal Medicine,12,12.0,532109.07,336,,12.0,532109.07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1003042342,Internal Medicine,140,165.0,36766.17,4348,38.0,98.0,36038.16,42.0,728.01,0.0,0.0,0.0,74.0,20.0,18.0,,,,,0.0,0.0,2.1168
1003042516,Internal Medicine,3742,7198.9,227468.89,211129,350.0,572.0,153041.96,3116.0,72337.42,372.0,12980.79,9.94,70.0,252.0,98.0,273.0,58.0,,,,,1.4752
1003042706,General Practice,25,49.2,481.7,1412,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003042714,General Practice,413,438.3,27453.62,10215,182.0,80.0,12628.46,322.0,14303.82,0.0,0.0,0.0,65.0,93.0,89.0,,,0.0,171.0,0.0,,1.0998
1003042805,Family Practice,4129,7832.1,233363.21,225666,283.0,708.0,153015.91,3405.0,79656.26,120.0,1967.42,2.91,70.0,237.0,46.0,220.0,51.0,,,0.0,,1.0521
1003043001,Internal Medicine,218,235.0,10308.3,5182,90.0,,,190.0,3176.42,,,,75.0,58.0,32.0,76.0,,,,,,2.7218
1003043027,Family Practice,158,212.0,2951.62,3717,108.0,18.0,772.77,140.0,2178.85,,,,70.0,71.0,37.0,92.0,,0.0,,0.0,,0.8592
1003043035,Family Practice,16,16.0,1447.22,429,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003043043,Internal Medicine,162,190.3,8357.52,5045,36.0,43.0,6691.14,119.0,1666.38,,,,62.0,19.0,17.0,,23.0,0.0,,0.0,0.0,3.3488
1003043209,Family Practice,1494,1972.2,74877.11,56129,90.0,276.0,57655.76,1203.0,16620.91,,,,60.0,60.0,30.0,25.0,,,50.0,0.0,,1.3594
1003043274,General Practice,59,60.1,357.78,650,20.0,0.0,0.0,59.0,357.78,14.0,52.71,23.73,72.0,,,,,,,0.0,0.0,0.8915
1003043324,Family Practice,2765,4895.8,221680.43,136292,273.0,510.0,118441.37,2236.0,102456.13,54.0,424.01,1.95,71.0,202.0,71.0,152.0,71.0,,26.0,0.0,,1.228
1003043555,Family Practice,5218,7082.2,277745.84,204513,226.0,802.0,201960.12,4356.0,72261.24,134.0,2382.22,2.57,71.0,144.0,82.0,,,0.0,,0.0,,1.2671
1003043647,Internal Medicine,78,83.5,347439.22,2219,24.0,30.0,339976.98,48.0,7462.24,0.0,0.0,0.0,62.0,,,,0.0,,,0.0,0.0,1.3052
1003043712,Internal Medicine,7733,8210.3,569466.9,229666,216.0,2020.0,418087.63,5623.0,149121.14,150.0,9831.97,1.94,84.0,148.0,68.0,182.0,12.0,,,0.0,,2.5445
1003043746,Internal Medicine,76,78.0,6345.3,1495,33.0,,,63.0,1573.44,17.0,285.85,22.37,68.0,17.0,16.0,,0.0,0.0,0.0,0.0,,2.7213
1003043787,Internal Medicine,100,105.0,10183.34,2181,43.0,,,72.0,2722.18,,,,72.0,23.0,20.0,,,0.0,,0.0,,1.9462
1003043803,Family Practice,2163,2393.3,154696.22,67604,122.0,537.0,125472.62,1614.0,28947.54,138.0,4560.92,6.38,73.0,85.0,37.0,57.0,40.0,,,0.0,0.0,2.9989
1003043936,Internal Medicine,5580,10425.7,290634.2,303429,352.0,801.0,185143.26,4699.0,102692.53,406.0,5750.78,7.28,69.0,239.0,113.0,,293.0,,,0.0,,2.3422
1003043969,Psychiatry,323,382.9,39406.19,11343,27.0,49.0,28822.29,274.0,10583.9,0.0,0.0,0.0,57.0,12.0,15.0,14.0,,,,0.0,,1.4041
1003043993,Psychiatry,2021,2112.5,174890.53,61717,130.0,160.0,95087.23,1861.0,79803.3,0.0,0.0,0.0,55.0,66.0,64.0,59.0,35.0,,21.0,,0.0,1.3297
1003044199,Family Practice,7629,10129.5,409060.78,289412,478.0,1184.0,311360.01,6339.0,93851.44,284.0,7328.06,3.72,67.0,263.0,215.0,338.0,129.0,,,,,1.4756
1003044256,Internal Medicine,2759,5363.4,121718.53,154888,259.0,,,2447.0,53300.75,125.0,2093.04,4.53,71.0,187.0,72.0,235.0,,,12.0,0.0,,1.0108
1003044272,Family Practice,1318,2477.1,97983.32,71259,195.0,275.0,74542.92,1025.0,22841.22,13.0,124.14,0.99,69.0,158.0,37.0,167.0,11.0,,,,,1.2756
1003044488,Internal Medicine,997,1506.8,58866.82,41125,204.0,,,801.0,18998.0,57.0,4286.22,5.72,72.0,99.0,105.0,181.0,11.0,,,0.0,,1.3204
1003044678,Internal Medicine,311,316.9,12763.19,6265,133.0,70.0,10462.57,241.0,2300.62,12.0,94.86,3.86,69.0,80.0,53.0,85.0,,,0.0,0.0,,2.3305
1003044694,Family Practice,13960,18603.1,748566.14,533120,539.0,2675.0,546249.73,11165.0,198703.78,498.0,15244.82,3.57,69.0,324.0,215.0,,,,,0.0,,1.3341
1003044702,Internal Medicine,191,366.1,11446.4,10008,60.0,30.0,8442.29,161.0,3004.11,,,,67.0,41.0,19.0,,,0.0,0.0,0.0,,1.4917
1003044793,Neurology,15,16.2,768.23,346,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003044934,Family Practice,188,196.3,8054.28,3891,76.0,33.0,4648.87,155.0,3405.41,,,,71.0,43.0,33.0,,,0.0,,0.0,0.0,2.387
1003045071,Internal Medicine,13,13.0,14440.08,390,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003045220,Family Practice,2028,3471.9,87836.65,100689,221.0,251.0,44668.55,1777.0,43168.1,44.0,456.97,2.17,73.0,145.0,76.0,156.0,,31.0,14.0,0.0,,1.0431
1003045600,Internal Medicine,792,857.2,78640.94,18145,119.0,211.0,63869.17,581.0,14771.77,46.0,1979.23,5.81,76.0,78.0,41.0,77.0,,14.0,16.0,0.0,,2.4501
1003045709,Internal Medicine,459,485.3,19441.61,10688,128.0,,,363.0,5732.58,26.0,1291.77,5.66,77.0,67.0,61.0,109.0,,,,0.0,0.0,2.1065
1003045733,Psychiatry,435,654.6,13627.38,18342,108.0,22.0,1200.52,413.0,12426.86,0.0,0.0,0.0,58.0,65.0,43.0,56.0,27.0,,,0.0,,1.4306
1003046004,Internal Medicine,591,625.2,41303.61,15391,145.0,,,491.0,14792.24,47.0,1093.74,7.95,74.0,83.0,62.0,96.0,,,25.0,,,2.2289
1003046426,Family Practice,6638,8811.9,445646.2,246321,283.0,1226.0,351612.53,5301.0,90623.65,352.0,11269.07,5.3,69.0,138.0,145.0,265.0,,,,,,1.2386
1003046624,Internal Medicine,5267,10806.5,487827.18,313939,437.0,947.0,353884.36,4237.0,128408.81,189.0,3436.46,3.59,68.0,262.0,175.0,208.0,193.0,,18.0,,,1.5390000000000001
1003046806,Internal Medicine,527,1253.7,22872.79,37387,128.0,86.0,15294.05,441.0,7578.74,,,,72.0,68.0,60.0,,,0.0,69.0,0.0,0.0,1.5539
1003046889,Family Practice,350,376.0,6219.38,4555,246.0,,,314.0,4237.21,,,,73.0,155.0,91.0,228.0,,,,0.0,,1.0123
1003046897,Internal Medicine,2873,5403.5,133549.4,147689,398.0,335.0,89861.04,2513.0,42994.13,131.0,1117.54,4.56,73.0,237.0,161.0,226.0,27.0,,130.0,,,1.3359999999999999
1003047051,Internal Medicine,17,17.0,328.1,396,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003047218,Internal Medicine,15,35.0,621.62,1020,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003047457,Internal Medicine,414,422.5,21782.02,8984,98.0,,,317.0,6879.07,16.0,377.2,3.86,72.0,50.0,48.0,,0.0,,,0.0,,1.9352
1003047564,Internal Medicine,1050,1196.7,43710.45,29332,301.0,,,874.0,10033.64,25.0,327.72,2.38,72.0,172.0,129.0,250.0,,,,0.0,,2.6138
1003047960,Family Practice,4535,6900.5,403069.55,199395,207.0,1179.0,318062.35,3326.0,84207.51,306.0,17371.49,6.75,61.0,105.0,102.0,177.0,,0.0,,13.0,,1.05
1003047978,Family Practice,173,284.2,8635.45,6972,69.0,,,140.0,1476.28,19.0,73.39,10.98,66.0,46.0,23.0,,,11.0,46.0,0.0,,1.1881
1003048026,Internal Medicine,359,694.3,20860.09,18318,133.0,,,246.0,8416.47,,,,77.0,74.0,59.0,40.0,,19.0,62.0,0.0,,2.2705
1003048687,Internal Medicine,252,392.2,14342.65,10899,109.0,,,214.0,3111.25,20.0,244.3,7.94,66.0,67.0,42.0,75.0,,0.0,,0.0,,1.8773
1003048737,Psychiatry,670,924.0,41135.89,26315,87.0,82.0,18379.91,588.0,22755.98,0.0,0.0,0.0,66.0,60.0,27.0,,,,0.0,0.0,,1.3177
1003049123,Psychiatry,666,720.5,52796.69,21208,59.0,67.0,28065.93,599.0,24730.76,0.0,0.0,0.0,52.0,44.0,15.0,,,,,,,1.1746
1003049503,Internal Medicine,112,116.1,32343.88,2315,38.0,,,75.0,1605.87,,,,67.0,24.0,14.0,,17.0,0.0,,0.0,0.0,1.9408
1003049792,Psychiatry,50,53.0,828.68,1574,17.0,,,,,,,,61.0,,,,,0.0,,0.0,0.0,2.3411
1003049818,Family Practice,687,1132.5,33028.36,33124,170.0,109.0,23541.4,562.0,8850.9,,,,73.0,83.0,87.0,,0.0,,,,,1.3055
1003049867,Internal Medicine,17,47.0,374.91,1364,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003049966,Psychiatry,174,176.0,8224.57,4775,50.0,,,,,,,,50.0,29.0,21.0,,,0.0,0.0,0.0,,1.3053
1003050022,Internal Medicine,176,177.1,13597.4,4030,67.0,,,145.0,7212.38,28.0,839.88,15.91,69.0,40.0,27.0,49.0,,0.0,,0.0,0.0,1.9112
1003050337,Family Practice,1863,1988.4,71587.26,50362,126.0,,,1455.0,22043.58,,,,83.0,89.0,37.0,,,0.0,,0.0,,2.1938
1003050667,Family Practice,3472,5889.0,129373.43,169624,229.0,454.0,72574.24,3007.0,56446.27,106.0,1289.14,3.05,68.0,172.0,57.0,131.0,35.0,34.0,,,,1.1051
1003050881,Internal Medicine,142,154.0,8928.68,4416,,,,98.0,1939.82,0.0,0.0,0.0,,,,,,,,,,
1003050972,Internal Medicine,15,15.0,3406.81,395,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003051087,Internal Medicine,1007,1404.2,46110.74,41102,119.0,183.0,35329.68,793.0,9840.93,0.0,0.0,0.0,73.0,69.0,50.0,16.0,,29.0,60.0,0.0,,1.2433
1003051178,Psychiatry,644,657.0,37726.87,18962,112.0,55.0,16456.87,589.0,21270.0,0.0,0.0,0.0,57.0,70.0,42.0,63.0,11.0,,26.0,0.0,,1.4755
1003051699,Internal Medicine,2196,4778.7,189349.04,132493,146.0,382.0,133799.52,1800.0,54866.68,72.0,8998.99,3.28,77.0,80.0,66.0,,,,,0.0,,1.1613
1003052150,Internal Medicine,360,383.4,11293.49,8329,127.0,41.0,6753.05,319.0,4540.44,27.0,240.01,7.5,70.0,69.0,58.0,66.0,,,41.0,0.0,,2.344
1003053307,Psychiatry,776,983.6,154890.73,27580,102.0,124.0,134109.49,652.0,20781.24,0.0,0.0,0.0,56.0,51.0,51.0,67.0,,,17.0,,0.0,1.8461
1003053851,Internal Medicine,1493,1540.0,78925.69,38536,348.0,320.0,51713.19,1157.0,26743.14,49.0,1048.59,3.28,75.0,187.0,161.0,132.0,42.0,67.0,91.0,,,2.9121
1003053950,Internal Medicine,7476,7774.4,289083.79,124288,409.0,,,6245.0,127748.27,449.0,7801.18,6.01,83.0,254.0,155.0,361.0,,,33.0,0.0,,2.1705
1003054099,Internal Medicine,19,23.2,297.65,536,,0.0,0.0,19.0,297.65,0.0,0.0,0.0,,,,,,,,,,
1003054289,Internal Medicine,1127,2103.0,58985.13,57317,218.0,,,934.0,18599.17,33.0,594.21,2.93,72.0,154.0,64.0,197.0,,,,0.0,,0.9909
1003054552,Family Practice,645,731.9,18249.12,10129,303.0,124.0,5783.86,521.0,12465.26,,,,73.0,212.0,91.0,272.0,,,12.0,0.0,,1.0835
1003055021,Internal Medicine,103,105.5,2261.87,2466,33.0,12.0,918.51,91.0,1343.36,,,,71.0,18.0,15.0,,,,,0.0,0.0,2.4948
1003055252,Internal Medicine,76,81.7,2970.77,1492,39.0,,,62.0,601.15,,,,68.0,28.0,11.0,26.0,,,,0.0,0.0,1.7948
1003055484,Internal Medicine,110,135.5,148295.45,3787,40.0,87.0,147598.32,23.0,697.13,0.0,0.0,0.0,70.0,21.0,19.0,,,0.0,0.0,0.0,0.0,1.9843
1003056524,Internal Medicine,8653,11806.7,542699.23,324523,465.0,1681.0,404777.03,6853.0,130443.08,425.0,8987.4,4.91,71.0,267.0,198.0,403.0,,0.0,,0.0,,1.8777
1003057068,Internal Medicine,34251,34317.6,1363704.88,389648,442.0,6216.0,938388.55,28010.0,424158.71,954.0,16611.76,2.79,77.0,278.0,164.0,430.0,,,,,,2.6495
1003057381,Internal Medicine,8199,13167.4,569609.22,379952,617.0,1566.0,424805.48,6472.0,140472.46,632.0,31250.69,7.71,71.0,321.0,296.0,155.0,,,447.0,,,1.3311
1003057530,Family Practice,19,30.0,905.7,764,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003057936,Internal Medicine,400,828.9,42112.9,24036,51.0,101.0,31338.01,299.0,10774.89,,,,71.0,51.0,0.0,,,0.0,,0.0,0.0,0.6629999999999999
1003057993,Internal Medicine,34,66.2,2359.03,1762,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003058157,Neurology,1647,2248.6,440161.53,64765,275.0,313.0,384143.5,1334.0,56018.03,,,,65.0,164.0,111.0,163.0,,,98.0,,,1.3419
1003058207,Family Practice,2247,2413.8,125952.95,67767,281.0,473.0,105289.14,1751.0,20048.78,80.0,2029.91,3.56,64.0,147.0,134.0,80.0,29.0,,151.0,,,1.8091
1003058280,Family Practice,1785,2498.6,95369.49,70102,132.0,370.0,71328.76,1402.0,23309.5,70.0,906.71,3.92,72.0,109.0,23.0,,,0.0,,0.0,,1.1831
1003058330,Internal Medicine,13756,14048.6,409391.47,379148,225.0,1020.0,234939.46,12620.0,172115.14,146.0,2906.2,1.06,77.0,114.0,111.0,37.0,,,150.0,0.0,,1.9597
1003058538,Family Practice,1064,2318.4,93769.48,67529,108.0,187.0,76687.23,857.0,16646.25,,,,66.0,68.0,40.0,23.0,,,67.0,0.0,0.0,1.205
1003058645,General Practice,41,90.2,5262.41,2569,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003058678,Internal Medicine,272,349.6,11391.19,7634,122.0,,,196.0,5617.27,16.0,1014.17,5.88,79.0,66.0,56.0,94.0,,,13.0,,0.0,2.1485
1003058769,Psychiatry,108,116.0,11165.5,3304,23.0,17.0,8661.78,91.0,2503.72,0.0,0.0,0.0,61.0,,,,,,,0.0,,1.297
1003058991,Internal Medicine,99,103.3,4689.54,2060,40.0,20.0,3542.64,79.0,1146.9,,,,71.0,21.0,19.0,21.0,,,,0.0,,2.7574
1003059197,Internal Medicine,5914,9094.7,290641.72,235891,372.0,1360.0,176585.98,4511.0,111709.04,175.0,10567.0,2.96,74.0,240.0,132.0,259.0,102.0,,,0.0,,1.9912
1003059270,Family Practice,377,518.4,18681.41,12478,166.0,,,306.0,3909.72,14.0,95.37,3.71,68.0,128.0,38.0,148.0,,,,,,1.0291
1003059346,Internal Medicine,588,634.8,482741.88,18832,60.0,334.0,474949.18,240.0,7477.68,0.0,0.0,0.0,54.0,16.0,44.0,,28.0,,,0.0,0.0,2.0526
1003059353,Family Practice,2069,3515.7,135099.5,99874,158.0,383.0,95188.36,1650.0,38216.0,48.0,623.08,2.32,66.0,131.0,27.0,78.0,,,,0.0,,1.4821
1003059403,Family Practice,20492,25244.5,1114303.03,704412,585.0,3863.0,824052.69,16496.0,284884.79,1032.0,22116.67,5.04,67.0,332.0,253.0,518.0,50.0,,,,,1.2122
1003059437,Internal Medicine,37,51.5,2227.18,1421,14.0,,,,,0.0,0.0,0.0,59.0,,,,,0.0,,0.0,,1.9498
1003059445,Family Practice,420,429.2,16114.66,10060,156.0,57.0,10298.87,363.0,5815.79,18.0,195.74,4.29,73.0,107.0,49.0,,90.0,,,,,2.8638
1003059544,Psychiatry,1300,1313.1,97450.54,37236,174.0,108.0,68124.7,1192.0,29325.84,0.0,0.0,0.0,51.0,94.0,80.0,142.0,,,16.0,0.0,,1.3012
1003059684,Internal Medicine,2588,3757.4,140787.35,103569,385.0,512.0,95385.22,2060.0,44612.36,73.0,1538.63,2.82,73.0,255.0,130.0,338.0,21.0,,13.0,0.0,,1.4765
1003059866,Internal Medicine,1379,1578.8,70692.77,42077,216.0,,,1119.0,21185.64,,,,64.0,129.0,87.0,,84.0,,83.0,0.0,,1.3788
1003059874,Family Practice,263,335.0,3967.31,7056,122.0,26.0,944.92,237.0,3022.39,,,,64.0,75.0,47.0,109.0,,0.0,,0.0,,0.8755
1003059981,Internal Medicine,408,430.0,30899.13,11891,52.0,102.0,26146.7,281.0,4175.26,,,,72.0,32.0,20.0,21.0,16.0,,,0.0,,2.1138
1003060401,Internal Medicine,3069,5782.1,203806.26,170650,404.0,,,2399.0,42732.96,27.0,289.78,0.88,73.0,192.0,212.0,237.0,149.0,,,0.0,,2.668
1003060740,Family Practice,2848,5159.7,206804.67,146970,421.0,529.0,152760.08,2278.0,52481.75,58.0,2915.5,2.04,72.0,241.0,180.0,397.0,11.0,,,0.0,,1.2464
1003061060,Internal Medicine,61,68.1,4848.45,1644,21.0,17.0,3372.9,44.0,1475.55,,,,68.0,,,,,,,,0.0,3.6682
1003062076,Internal Medicine,34,38.1,290.58,806,18.0,,,,,,,,74.0,,,,0.0,0.0,,0.0,0.0,1.3165
1003062589,Neurology,1942,3098.1,353644.1,92006,314.0,135.0,144504.14,1807.0,209139.96,,,,77.0,136.0,178.0,269.0,,11.0,19.0,0.0,,1.6315
1003062647,Internal Medicine,10420,16555.3,583043.68,482041,514.0,1691.0,414433.12,8628.0,164835.83,282.0,6777.14,2.71,71.0,271.0,243.0,477.0,,,,0.0,11.0,1.2029
1003062795,Psychiatry,168,190.1,31378.01,5243,42.0,54.0,26177.9,114.0,5200.11,,,,52.0,21.0,21.0,,0.0,0.0,,,,1.8230000000000002
1003062852,General Practice,2330,2529.2,78270.49,68174,179.0,376.0,56851.67,1934.0,21097.73,15.0,61.34,0.64,67.0,91.0,88.0,0.0,0.0,0.0,179.0,0.0,0.0,1.3752
1003063140,Internal Medicine,42,50.0,1695.58,955,24.0,,,,,,,,72.0,13.0,11.0,,,0.0,,0.0,0.0,1.2811
1003063264,Family Practice,707,1047.8,44498.69,28978,45.0,115.0,32970.66,577.0,11198.73,34.0,327.01,4.81,66.0,29.0,16.0,,,,22.0,0.0,,1.0676
1003063314,Family Practice,505,593.0,32442.73,10641,298.0,,,423.0,5748.43,19.0,85.03,3.76,71.0,200.0,98.0,266.0,20.0,,,0.0,,0.9387
1003063488,Family Practice,1239,1734.6,59698.89,50508,58.0,,,1023.0,15933.17,22.0,221.13,1.78,65.0,45.0,13.0,28.0,,,,,,0.9474
1003064270,Internal Medicine,224,231.2,12819.56,5249,62.0,,,175.0,2141.99,,,,76.0,40.0,22.0,40.0,,0.0,0.0,0.0,,1.8275
1003064833,Neurology,2593,3555.1,497863.11,102687,276.0,184.0,409117.59,2409.0,88745.52,23.0,1262.88,0.89,71.0,162.0,114.0,157.0,97.0,,,,,1.771
1003065582,Internal Medicine,87,88.1,2984.73,1388,48.0,,,75.0,1167.0,,,,73.0,30.0,18.0,48.0,0.0,0.0,0.0,0.0,0.0,1.9732
1003066366,Family Practice,1389,2482.6,90021.04,68517,142.0,,,1183.0,26628.01,129.0,10840.19,9.29,71.0,76.0,66.0,110.0,,11.0,,0.0,,1.2936
1003066390,Family Practice,3315,4834.5,199109.69,140603,167.0,534.0,146106.35,2730.0,51582.98,120.0,1717.07,3.62,60.0,103.0,64.0,123.0,31.0,,,0.0,0.0,1.5031
1003066838,Internal Medicine,504,613.1,27604.01,12829,86.0,,,412.0,8253.25,30.0,596.4,5.95,69.0,41.0,45.0,,,0.0,,,,1.1509
1003067547,Family Practice,235,357.3,13142.51,10064,54.0,46.0,10233.16,189.0,2909.35,,,,65.0,34.0,20.0,22.0,16.0,0.0,16.0,0.0,0.0,1.8655
1003068024,Internal Medicine,437,448.9,14665.93,7473,192.0,50.0,8336.69,387.0,6329.24,29.0,366.08,6.64,73.0,114.0,78.0,178.0,,0.0,,0.0,0.0,2.3758
1003068248,Family Practice,23,45.0,464.27,1350,,0.0,0.0,23.0,464.27,0.0,0.0,0.0,,,,,,,,,,
1003068321,Internal Medicine,520,1026.0,37311.95,29863,46.0,148.0,29914.42,361.0,7185.36,12.0,161.26,2.31,64.0,21.0,25.0,18.0,,,16.0,0.0,0.0,1.6980000000000002
1003068412,Psychiatry,485,557.6,16321.93,16266,40.0,25.0,8527.27,460.0,7794.66,0.0,0.0,0.0,61.0,,,,,0.0,0.0,0.0,0.0,1.198
1003069121,Family Practice,90,102.2,3812.61,3045,16.0,,,69.0,545.6,0.0,0.0,0.0,69.0,,,,,,,0.0,0.0,1.6543
1003069535,Internal Medicine,126,138.5,4895.51,2874,62.0,,,107.0,2118.3,14.0,136.16,11.11,67.0,35.0,27.0,13.0,36.0,,,0.0,,3.2452
1003069766,Internal Medicine,418,443.7,27994.16,12487,70.0,,,351.0,10413.8,80.0,2402.52,19.14,62.0,46.0,24.0,,,0.0,,0.0,0.0,2.1156
1003070004,Internal Medicine,178,211.0,123047.27,3913,33.0,53.0,115933.35,125.0,7113.92,14.0,589.78,7.87,67.0,16.0,17.0,17.0,,,,0.0,0.0,2.2556
1003070012,Internal Medicine,1777,3722.0,113887.19,108690,134.0,287.0,79294.69,1475.0,33935.8,42.0,426.08,2.36,73.0,89.0,45.0,35.0,,57.0,21.0,0.0,,1.7455
1003070400,Family Practice,1909,3737.9,95919.2,105448,205.0,351.0,51595.69,1537.0,43396.05,245.0,8287.97,12.83,71.0,151.0,54.0,122.0,,,39.0,0.0,,1.2921
1003070558,Family Practice,982,1774.5,84575.96,52142,178.0,,,827.0,44994.82,24.0,1059.07,2.44,67.0,115.0,63.0,143.0,,0.0,18.0,0.0,,1.4635
1003070640,Family Practice,3113,5480.4,163426.99,160054,229.0,517.0,112157.0,2575.0,50473.64,109.0,3606.34,3.5,72.0,169.0,60.0,201.0,,13.0,,,,1.1814
1003070723,General Practice,427,491.5,19885.23,14009,82.0,61.0,11802.79,353.0,7734.01,,,,71.0,48.0,34.0,65.0,,,,0.0,0.0,2.4803
1003070749,Internal Medicine,167,169.5,4776.53,2945,102.0,18.0,2873.62,149.0,1902.91,12.0,125.6,7.19,73.0,49.0,53.0,,,0.0,,0.0,0.0,2.033
1003070780,Family Practice,877,995.1,35440.06,19843,94.0,,,724.0,10201.0,,,,75.0,50.0,44.0,,0.0,0.0,,,0.0,1.5407
1003070814,Internal Medicine,123,127.0,4764.58,2625,48.0,,,101.0,1518.34,,,,74.0,22.0,26.0,22.0,,,,0.0,,2.213
